,used,exhausted,rounds
855,0.0,0.0,[]
3289,0.0,0.0,[]
2110,0.0,0.0,[]
1238,0.0,0.0,[]
2916,1.0,1.0,[143]
1818,3.0,1.0,"[25, 147, 150]"
3734,0.0,0.0,[]
88,2.0,1.0,"[151, 160]"
3629,2.0,1.0,"[126, 133]"
3699,0.0,0.0,[]
1555,0.0,0.0,[]
1391,0.0,0.0,[]
1015,0.0,0.0,[]
1200,0.0,0.0,[]
1510,0.0,0.0,[]
2933,2.0,1.0,"[40, 47]"
1121,0.0,0.0,[]
890,2.0,1.0,"[144, 158]"
2947,0.0,0.0,[]
207,3.0,1.0,"[1, 18, 19]"
2732,1.0,1.0,[151]
332,2.0,1.0,"[122, 128]"
1148,0.0,0.0,[]
2948,9.0,1.0,"[114, 115, 116, 117, 118, 119, 120, 121, 122]"
2501,1.0,0.0,[30]
61,1.0,1.0,[24]
816,0.0,0.0,[]
350,0.0,0.0,[]
2781,0.0,0.0,[]
45,3.0,1.0,"[12, 45, 50]"
3563,0.0,0.0,[]
962,2.0,1.0,"[123, 132]"
874,1.0,1.0,[133]
1382,1.0,1.0,[23]
3341,4.0,1.0,"[143, 144, 145, 146]"
1721,1.0,1.0,[103]
839,2.0,1.0,"[106, 107]"
2508,0.0,0.0,[]
729,2.0,1.0,"[98, 100]"
1484,3.0,1.0,"[133, 134, 135]"
694,0.0,0.0,[]
2297,1.0,1.0,[33]
0,1.0,1.0,[23]
298,4.0,1.0,"[115, 122, 128, 130]"
3071,0.0,0.0,[]
1153,4.0,1.0,"[53, 75, 99, 113]"
3752,0.0,0.0,[]
1942,3.0,1.0,"[116, 118, 119]"
2808,2.0,1.0,"[144, 145]"
731,1.0,1.0,[86]
3648,0.0,0.0,[]
3330,4.0,1.0,"[32, 34, 36, 37]"
442,0.0,0.0,[]
92,0.0,0.0,[]
1064,1.0,1.0,[2]
2477,1.0,0.0,[34]
2726,1.0,1.0,[92]
2143,2.0,1.0,"[39, 126]"
2189,0.0,0.0,[]
657,0.0,0.0,[]
379,0.0,0.0,[]
108,1.0,1.0,[1]
2518,0.0,0.0,[]
1849,0.0,0.0,[]
2708,0.0,0.0,[]
2515,3.0,1.0,"[47, 66, 75]"
451,2.0,1.0,"[110, 136]"
667,0.0,0.0,[]
543,1.0,1.0,[53]
1692,1.0,1.0,[74]
319,1.0,1.0,[96]
1568,1.0,1.0,[70]
1608,0.0,0.0,[]
2418,0.0,0.0,[]
3175,0.0,0.0,[]
297,2.0,1.0,"[79, 127]"
1782,0.0,0.0,[]
1299,2.0,1.0,"[120, 130]"
3117,0.0,0.0,[]
838,0.0,0.0,[]
2648,0.0,0.0,[]
3275,0.0,0.0,[]
1469,0.0,0.0,[]
258,2.0,1.0,"[41, 42]"
3085,0.0,0.0,[]
3340,0.0,0.0,[]
715,0.0,0.0,[]
2240,0.0,0.0,[]
2766,0.0,0.0,[]
2019,0.0,0.0,[]
22,0.0,0.0,[]
2889,1.0,1.0,[42]
1917,0.0,0.0,[]
1762,2.0,1.0,"[27, 33]"
2823,0.0,0.0,[]
25,2.0,1.0,"[3, 4]"
2059,1.0,1.0,[45]
1987,2.0,1.0,"[51, 76]"
604,2.0,1.0,"[39, 43]"
1383,1.0,0.0,[100]
3011,0.0,0.0,[]
2636,1.0,1.0,[23]
3370,0.0,0.0,[]
251,3.0,1.0,"[63, 64, 72]"
999,0.0,0.0,[]
1925,2.0,1.0,"[3, 6]"
1406,1.0,0.0,[131]
117,0.0,0.0,[]
3156,2.0,1.0,"[154, 155]"
2162,0.0,0.0,[]
1138,1.0,1.0,[162]
287,0.0,0.0,[]
3004,0.0,0.0,[]
3723,0.0,0.0,[]
1053,2.0,1.0,"[20, 48]"
1500,2.0,1.0,"[147, 153]"
3538,3.0,1.0,"[65, 87, 88]"
223,0.0,0.0,[]
2017,4.0,1.0,"[11, 31, 125, 126]"
2397,1.0,1.0,[39]
1854,0.0,0.0,[]
103,1.0,1.0,[128]
3442,1.0,1.0,[54]
3620,0.0,0.0,[]
514,0.0,0.0,[]
1044,1.0,1.0,[98]
132,0.0,0.0,[]
2522,2.0,1.0,"[44, 77]"
3021,2.0,1.0,"[20, 21]"
1906,1.0,0.0,[119]
2313,1.0,1.0,[79]
271,2.0,1.0,"[57, 59]"
3111,1.0,1.0,[68]
3018,4.0,1.0,"[125, 129, 130, 131]"
2733,1.0,1.0,[136]
414,3.0,1.0,"[90, 95, 96]"
416,0.0,0.0,[]
3316,1.0,1.0,[125]
1984,0.0,0.0,[]
1955,1.0,0.0,[109]
76,1.0,0.0,[152]
1527,0.0,0.0,[]
769,0.0,0.0,[]
1263,3.0,1.0,"[3, 6, 21]"
2060,1.0,1.0,[137]
3114,0.0,0.0,[]
536,1.0,1.0,[132]
888,0.0,0.0,[]
268,3.0,1.0,"[1, 8, 9]"
1838,0.0,0.0,[]
2024,1.0,1.0,[141]
74,0.0,0.0,[]
3646,0.0,0.0,[]
3653,1.0,1.0,[79]
2699,0.0,0.0,[]
844,0.0,0.0,[]
2854,1.0,1.0,[76]
124,2.0,1.0,"[16, 24]"
1030,6.0,1.0,"[28, 44, 78, 82, 141, 146]"
2624,0.0,0.0,[]
1310,0.0,0.0,[]
2675,0.0,0.0,[]
1775,0.0,0.0,[]
1170,0.0,0.0,[]
627,0.0,0.0,[]
91,2.0,1.0,"[108, 110]"
911,1.0,1.0,[1]
1827,0.0,0.0,[]
3687,3.0,1.0,"[141, 142, 143]"
3221,2.0,1.0,"[101, 102]"
3749,0.0,0.0,[]
2494,0.0,0.0,[]
594,0.0,0.0,[]
3095,1.0,1.0,[153]
3027,0.0,0.0,[]
2159,2.0,1.0,"[56, 61]"
2395,3.0,1.0,"[153, 154, 155]"
1176,3.0,0.0,"[119, 162, 163]"
1336,0.0,0.0,[]
1057,1.0,0.0,[144]
3157,2.0,1.0,"[117, 118]"
3407,0.0,0.0,[]
2287,0.0,0.0,[]
1046,0.0,0.0,[]
1399,0.0,0.0,[]
3475,0.0,0.0,[]
2540,4.0,1.0,"[80, 82, 83, 85]"
2437,1.0,1.0,[139]
1246,1.0,1.0,[60]
3459,1.0,1.0,[2]
141,4.0,1.0,"[110, 111, 112, 113]"
3438,0.0,0.0,[]
3285,4.0,1.0,"[151, 153, 154, 155]"
632,1.0,0.0,[106]
1122,1.0,1.0,[124]
1423,1.0,1.0,[75]
2050,1.0,1.0,[59]
2974,1.0,1.0,[27]
747,0.0,0.0,[]
98,2.0,1.0,"[15, 16]"
2660,0.0,0.0,[]
3059,0.0,0.0,[]
3190,1.0,1.0,[32]
977,0.0,0.0,[]
399,3.0,1.0,"[70, 92, 93]"
1034,1.0,1.0,[17]
2206,2.0,1.0,"[133, 134]"
3694,2.0,1.0,"[115, 116]"
495,3.0,1.0,"[32, 51, 54]"
401,0.0,0.0,[]
1931,1.0,1.0,[63]
3710,1.0,0.0,[148]
338,3.0,1.0,"[12, 15, 22]"
593,1.0,1.0,[163]
1031,5.0,1.0,"[137, 140, 145, 146, 150]"
3756,0.0,0.0,[]
2813,4.0,1.0,"[72, 78, 81, 87]"
439,0.0,0.0,[]
3624,0.0,0.0,[]
733,1.0,1.0,[141]
3155,0.0,0.0,[]
509,0.0,0.0,[]
3280,0.0,0.0,[]
1726,0.0,0.0,[]
1675,0.0,0.0,[]
1657,0.0,0.0,[]
356,0.0,0.0,[]
549,2.0,1.0,"[139, 163]"
749,0.0,0.0,[]
1967,1.0,1.0,[147]
768,0.0,0.0,[]
2976,2.0,1.0,"[24, 34]"
2219,0.0,0.0,[]
21,2.0,1.0,"[121, 126]"
493,0.0,0.0,[]
1489,0.0,0.0,[]
1293,1.0,1.0,[107]
3671,0.0,0.0,[]
2671,1.0,1.0,[100]
647,1.0,1.0,[79]
2905,0.0,0.0,[]
142,0.0,0.0,[]
2653,0.0,0.0,[]
2503,0.0,0.0,[]
960,0.0,0.0,[]
3153,0.0,0.0,[]
1389,0.0,0.0,[]
2921,1.0,1.0,[84]
3108,2.0,1.0,"[148, 149]"
617,3.0,1.0,"[92, 116, 123]"
2800,1.0,1.0,[26]
1240,3.0,1.0,"[126, 133, 135]"
1841,2.0,1.0,"[52, 67]"
1617,2.0,1.0,"[136, 137]"
480,0.0,0.0,[]
3173,0.0,0.0,[]
2556,0.0,0.0,[]
2795,0.0,0.0,[]
1659,1.0,0.0,[157]
1539,0.0,0.0,[]
1871,0.0,0.0,[]
1664,3.0,1.0,"[20, 21, 22]"
2460,0.0,0.0,[]
943,2.0,1.0,"[16, 39]"
1359,1.0,1.0,[79]
2203,0.0,0.0,[]
2061,1.0,1.0,[2]
2403,1.0,0.0,[118]
1355,0.0,0.0,[]
3672,0.0,0.0,[]
249,8.0,1.0,"[38, 39, 40, 41, 42, 43, 44, 45]"
1899,0.0,0.0,[]
36,3.0,1.0,"[18, 22, 23]"
3055,0.0,0.0,[]
2165,0.0,0.0,[]
1697,0.0,0.0,[]
1839,1.0,1.0,[130]
2275,4.0,1.0,"[83, 89, 91, 92]"
1305,0.0,0.0,[]
1637,5.0,1.0,"[54, 55, 56, 57, 59]"
1580,1.0,1.0,[120]
2427,2.0,1.0,"[59, 67]"
276,0.0,0.0,[]
3300,0.0,0.0,[]
3333,0.0,0.0,[]
2026,0.0,0.0,[]
1519,1.0,1.0,[114]
1932,0.0,0.0,[]
2378,2.0,1.0,"[46, 125]"
37,2.0,1.0,"[36, 37]"
3679,0.0,0.0,[]
1933,0.0,0.0,[]
2796,0.0,0.0,[]
1110,0.0,0.0,[]
1130,0.0,0.0,[]
1631,0.0,0.0,[]
1168,0.0,0.0,[]
1151,0.0,0.0,[]
1966,1.0,1.0,[109]
554,0.0,0.0,[]
3198,3.0,1.0,"[69, 76, 85]"
53,1.0,1.0,[46]
434,0.0,0.0,[]
2490,1.0,1.0,[13]
233,0.0,0.0,[]
805,0.0,0.0,[]
2166,0.0,0.0,[]
639,1.0,0.0,[136]
134,2.0,1.0,"[157, 162]"
1715,0.0,0.0,[]
218,0.0,0.0,[]
3365,1.0,1.0,[119]
3395,3.0,1.0,"[39, 140, 141]"
3091,0.0,0.0,[]
3191,3.0,1.0,"[158, 159, 160]"
1769,0.0,0.0,[]
3291,5.0,1.0,"[41, 50, 61, 64, 65]"
3314,0.0,0.0,[]
1620,0.0,0.0,[]
3281,0.0,0.0,[]
1245,0.0,0.0,[]
3405,0.0,0.0,[]
1297,0.0,0.0,[]
2070,1.0,1.0,[150]
2769,0.0,0.0,[]
3692,0.0,0.0,[]
3426,1.0,1.0,[102]
1164,3.0,1.0,"[160, 162, 163]"
2146,1.0,1.0,[32]
902,0.0,0.0,[]
2492,1.0,1.0,[115]
3109,3.0,1.0,"[55, 74, 75]"
3358,1.0,1.0,[44]
395,0.0,0.0,[]
2391,1.0,1.0,[90]
309,3.0,1.0,"[20, 51, 78]"
3461,1.0,1.0,[163]
1609,0.0,0.0,[]
296,1.0,1.0,[144]
1805,2.0,1.0,"[32, 48]"
2801,2.0,1.0,"[17, 18]"
1498,0.0,0.0,[]
410,0.0,0.0,[]
730,4.0,1.0,"[56, 83, 84, 88]"
652,1.0,1.0,[71]
1256,0.0,0.0,[]
1190,2.0,1.0,"[5, 42]"
2031,0.0,0.0,[]
1446,1.0,0.0,[111]
3493,0.0,0.0,[]
2731,0.0,0.0,[]
2201,0.0,0.0,[]
3135,0.0,0.0,[]
828,0.0,0.0,[]
1589,0.0,0.0,[]
484,3.0,1.0,"[36, 43, 47]"
1453,0.0,0.0,[]
3164,0.0,0.0,[]
1150,1.0,0.0,[135]
3006,2.0,1.0,"[134, 135]"
1716,1.0,1.0,[33]
575,1.0,1.0,[120]
858,0.0,0.0,[]
1473,0.0,0.0,[]
1174,0.0,0.0,[]
1634,7.0,1.0,"[29, 30, 32, 33, 34, 35, 36]"
2235,1.0,0.0,[40]
3372,0.0,0.0,[]
1694,0.0,0.0,[]
1904,1.0,1.0,[24]
2587,2.0,1.0,"[143, 144]"
3013,1.0,1.0,[135]
2247,0.0,0.0,[]
2365,0.0,0.0,[]
2016,0.0,0.0,[]
2063,1.0,1.0,[17]
533,3.0,1.0,"[107, 119, 120]"
699,0.0,0.0,[]
3574,0.0,0.0,[]
2869,3.0,1.0,"[94, 97, 98]"
3234,0.0,0.0,[]
831,0.0,0.0,[]
1846,1.0,0.0,[139]
664,0.0,0.0,[]
510,1.0,1.0,[42]
1490,0.0,0.0,[]
2930,0.0,0.0,[]
3488,1.0,1.0,[43]
760,1.0,1.0,[130]
3113,0.0,0.0,[]
34,2.0,1.0,"[14, 17]"
883,1.0,1.0,[54]
772,0.0,0.0,[]
3217,0.0,0.0,[]
3711,1.0,1.0,[96]
3261,0.0,0.0,[]
734,1.0,1.0,[8]
3309,4.0,1.0,"[43, 47, 48, 49]"
993,0.0,0.0,[]
2667,0.0,0.0,[]
670,0.0,0.0,[]
2569,0.0,0.0,[]
1248,1.0,0.0,[64]
273,1.0,1.0,[154]
367,2.0,1.0,"[28, 64]"
1282,1.0,1.0,[156]
1884,0.0,0.0,[]
3368,0.0,0.0,[]
3046,1.0,1.0,[97]
1860,2.0,1.0,"[19, 22]"
513,0.0,0.0,[]
1445,0.0,0.0,[]
3335,0.0,0.0,[]
12,2.0,1.0,"[48, 49]"
681,1.0,0.0,[127]
968,0.0,0.0,[]
3161,0.0,0.0,[]
1042,0.0,0.0,[]
2456,0.0,0.0,[]
770,1.0,1.0,[23]
2277,1.0,1.0,[94]
2363,1.0,0.0,[67]
94,1.0,1.0,[68]
418,0.0,0.0,[]
2527,1.0,1.0,[151]
2093,1.0,1.0,[136]
3537,0.0,0.0,[]
2341,0.0,0.0,[]
1661,1.0,1.0,[86]
2366,0.0,0.0,[]
63,2.0,1.0,"[26, 44]"
2233,0.0,0.0,[]
2499,3.0,1.0,"[18, 21, 22]"
1597,0.0,0.0,[]
1565,4.0,1.0,"[74, 92, 107, 108]"
347,3.0,1.0,"[9, 100, 105]"
1243,1.0,1.0,[25]
3165,0.0,0.0,[]
2685,4.0,1.0,"[98, 100, 101, 102]"
1145,0.0,0.0,[]
671,1.0,0.0,[80]
1611,3.0,1.0,"[56, 59, 60]"
2012,0.0,0.0,[]
1705,2.0,1.0,"[81, 83]"
1959,3.0,1.0,"[45, 66, 68]"
3466,0.0,0.0,[]
3226,0.0,0.0,[]
3247,0.0,0.0,[]
3541,2.0,1.0,"[150, 152]"
989,1.0,1.0,[46]
2852,0.0,0.0,[]
1764,0.0,0.0,[]
2482,0.0,0.0,[]
183,5.0,1.0,"[28, 77, 96, 99, 106]"
1319,0.0,0.0,[]
3213,1.0,1.0,[121]
170,0.0,0.0,[]
2639,3.0,1.0,"[159, 161, 162]"
1097,1.0,1.0,[117]
1621,2.0,1.0,"[121, 126]"
918,0.0,0.0,[]
3317,0.0,0.0,[]
972,1.0,1.0,[16]
1753,2.0,1.0,"[118, 133]"
3594,0.0,0.0,[]
1820,1.0,1.0,[23]
3096,2.0,1.0,"[33, 42]"
2381,2.0,1.0,"[99, 119]"
2874,0.0,0.0,[]
682,1.0,0.0,[86]
3215,1.0,1.0,[72]
3045,0.0,0.0,[]
1503,0.0,0.0,[]
224,1.0,1.0,[58]
1141,1.0,1.0,[45]
995,1.0,0.0,[136]
23,0.0,0.0,[]
2411,0.0,0.0,[]
2936,0.0,0.0,[]
2687,2.0,1.0,"[20, 22]"
638,0.0,0.0,[]
86,0.0,0.0,[]
744,0.0,0.0,[]
2966,2.0,1.0,"[21, 26]"
1388,1.0,1.0,[138]
1943,2.0,1.0,"[135, 147]"
1915,0.0,0.0,[]
525,3.0,1.0,"[11, 17, 23]"
665,3.0,1.0,"[8, 40, 42]"
1146,0.0,0.0,[]
3321,0.0,0.0,[]
184,0.0,0.0,[]
318,5.0,1.0,"[18, 43, 45, 66, 67]"
2860,1.0,1.0,[130]
1869,0.0,0.0,[]
815,1.0,1.0,[18]
1231,0.0,0.0,[]
2571,0.0,0.0,[]
1012,3.0,1.0,"[62, 127, 137]"
2005,0.0,0.0,[]
1916,1.0,1.0,[96]
2534,1.0,1.0,[121]
290,2.0,1.0,"[12, 15]"
1497,1.0,1.0,[8]
1676,1.0,1.0,[127]
360,1.0,1.0,[123]
3192,0.0,0.0,[]
2099,0.0,0.0,[]
3551,3.0,1.0,"[94, 95, 96]"
449,4.0,1.0,"[24, 50, 51, 55]"
596,0.0,0.0,[]
2608,2.0,1.0,"[93, 94]"
173,3.0,1.0,"[11, 23, 24]"
3058,1.0,1.0,[62]
2409,1.0,1.0,[57]
630,2.0,1.0,"[8, 9]"
3755,0.0,0.0,[]
1266,1.0,0.0,[56]
2095,1.0,1.0,[112]
625,1.0,1.0,[28]
114,1.0,1.0,[106]
1230,0.0,0.0,[]
996,1.0,1.0,[123]
322,0.0,0.0,[]
118,1.0,1.0,[53]
2416,1.0,1.0,[47]
1561,1.0,0.0,[131]
3159,0.0,0.0,[]
3303,3.0,1.0,"[140, 141, 142]"
774,5.0,1.0,"[81, 89, 90, 91, 92]"
1802,0.0,0.0,[]
2511,3.0,1.0,"[144, 146, 147]"
1856,5.0,1.0,"[153, 154, 155, 156, 157]"
998,1.0,1.0,[58]
1767,0.0,0.0,[]
343,1.0,0.0,[156]
1102,2.0,1.0,"[17, 23]"
3250,0.0,0.0,[]
363,0.0,0.0,[]
2616,0.0,0.0,[]
3005,1.0,1.0,[61]
202,1.0,1.0,[109]
566,1.0,1.0,[143]
701,2.0,1.0,"[46, 75]"
396,2.0,1.0,"[46, 53]"
3053,0.0,0.0,[]
1559,0.0,0.0,[]
1963,2.0,0.0,"[52, 119]"
1772,1.0,1.0,[33]
1629,0.0,0.0,[]
2101,1.0,0.0,[156]
3434,0.0,0.0,[]
3462,0.0,0.0,[]
801,2.0,1.0,"[91, 93]"
352,3.0,1.0,"[31, 51, 52]"
2628,5.0,1.0,"[15, 19, 21, 22, 23]"
949,0.0,0.0,[]
1647,0.0,0.0,[]
736,2.0,1.0,"[61, 64]"
348,0.0,0.0,[]
195,0.0,0.0,[]
3439,0.0,0.0,[]
3408,0.0,0.0,[]
2294,2.0,1.0,"[120, 122]"
1944,1.0,1.0,[64]
1976,0.0,0.0,[]
3302,1.0,1.0,[62]
162,0.0,0.0,[]
2590,0.0,0.0,[]
2617,1.0,1.0,[96]
206,1.0,1.0,[66]
3571,3.0,1.0,"[35, 107, 108]"
1962,0.0,0.0,[]
2642,0.0,0.0,[]
1420,1.0,1.0,[116]
1290,0.0,0.0,[]
1570,0.0,0.0,[]
1969,0.0,0.0,[]
2384,2.0,1.0,"[111, 112]"
187,1.0,1.0,[119]
2117,0.0,0.0,[]
1983,0.0,0.0,[]
1294,0.0,0.0,[]
2259,0.0,0.0,[]
394,1.0,1.0,[76]
2401,11.0,1.0,"[79, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90]"
743,0.0,0.0,[]
3659,2.0,1.0,"[87, 88]"
1114,1.0,1.0,[124]
2329,1.0,1.0,[135]
3347,1.0,1.0,[4]
1993,0.0,0.0,[]
3057,4.0,1.0,"[15, 16, 17, 18]"
3684,1.0,1.0,[71]
2536,1.0,1.0,[18]
294,0.0,0.0,[]
829,0.0,0.0,[]
750,1.0,1.0,[152]
3708,1.0,1.0,[34]
3196,4.0,1.0,"[16, 17, 18, 19]"
1649,1.0,0.0,[119]
1843,0.0,0.0,[]
3621,2.0,1.0,"[160, 161]"
2768,0.0,0.0,[]
1750,4.0,1.0,"[119, 122, 123, 124]"
2690,0.0,0.0,[]
2129,0.0,0.0,[]
1161,0.0,0.0,[]
2657,0.0,0.0,[]
1535,1.0,1.0,[126]
1635,0.0,0.0,[]
788,1.0,1.0,[10]
3532,1.0,1.0,[140]
253,2.0,1.0,"[70, 84]"
83,0.0,0.0,[]
138,1.0,1.0,[83]
471,1.0,1.0,[6]
3515,2.0,1.0,"[96, 97]"
2826,1.0,1.0,[35]
1048,0.0,0.0,[]
2327,0.0,0.0,[]
1172,0.0,0.0,[]
3757,5.0,1.0,"[7, 58, 96, 97, 98]"
50,0.0,0.0,[]
252,7.0,1.0,"[67, 79, 103, 112, 113, 123, 126]"
1693,4.0,1.0,"[81, 89, 91, 97]"
3430,2.0,1.0,"[62, 66]"
1518,7.0,1.0,"[110, 144, 145, 146, 147, 148, 149]"
2018,0.0,0.0,[]
2379,0.0,0.0,[]
2923,4.0,1.0,"[50, 52, 55, 56]"
660,2.0,1.0,"[3, 7]"
384,1.0,1.0,[139]
2656,1.0,0.0,[20]
1365,1.0,1.0,[161]
4,1.0,1.0,[37]
1665,1.0,1.0,[30]
2709,0.0,0.0,[]
2265,0.0,0.0,[]
2156,0.0,0.0,[]
688,0.0,0.0,[]
1194,0.0,0.0,[]
2006,0.0,0.0,[]
2346,0.0,0.0,[]
1022,1.0,1.0,[14]
2358,1.0,1.0,[80]
2537,1.0,1.0,[70]
3282,0.0,0.0,[]
1499,0.0,0.0,[]
2755,1.0,1.0,[61]
215,1.0,1.0,[14]
1989,0.0,0.0,[]
3721,0.0,0.0,[]
1863,0.0,0.0,[]
269,0.0,0.0,[]
2915,1.0,1.0,[157]
2935,0.0,0.0,[]
1940,1.0,1.0,[66]
648,1.0,1.0,[15]
313,0.0,0.0,[]
1169,0.0,0.0,[]
2094,0.0,0.0,[]
2226,1.0,1.0,[65]
2849,0.0,0.0,[]
2973,0.0,0.0,[]
1249,3.0,1.0,"[2, 13, 18]"
2488,0.0,0.0,[]
3344,0.0,0.0,[]
1912,0.0,0.0,[]
2688,0.0,0.0,[]
2970,0.0,0.0,[]
2682,0.0,0.0,[]
1352,0.0,0.0,[]
976,1.0,1.0,[51]
1741,1.0,0.0,[147]
2764,0.0,0.0,[]
3649,1.0,1.0,[151]
3047,0.0,0.0,[]
530,2.0,1.0,"[107, 118]"
1624,0.0,0.0,[]
3427,4.0,1.0,"[67, 82, 85, 90]"
2352,0.0,0.0,[]
2373,0.0,0.0,[]
3623,1.0,1.0,[139]
3473,1.0,0.0,[124]
123,0.0,0.0,[]
582,3.0,1.0,"[116, 134, 136]"
3572,1.0,1.0,[143]
1,1.0,0.0,[122]
1471,0.0,0.0,[]
2986,6.0,1.0,"[63, 67, 68, 69, 71, 72]"
1908,0.0,0.0,[]
609,1.0,1.0,[85]
1698,1.0,1.0,[30]
1616,0.0,0.0,[]
1633,0.0,0.0,[]
2020,2.0,1.0,"[160, 161]"
1708,0.0,0.0,[]
3298,0.0,0.0,[]
213,1.0,1.0,[82]
896,1.0,1.0,[144]
3425,1.0,1.0,[102]
2662,0.0,0.0,[]
849,2.0,1.0,"[35, 99]"
2445,1.0,0.0,[52]
2174,0.0,0.0,[]
1104,0.0,0.0,[]
2125,0.0,0.0,[]
1763,0.0,0.0,[]
2637,3.0,1.0,"[75, 78, 79]"
1477,1.0,1.0,[124]
366,0.0,0.0,[]
2630,0.0,0.0,[]
1809,1.0,1.0,[64]
3440,2.0,1.0,"[78, 80]"
1283,0.0,0.0,[]
1356,1.0,1.0,[155]
2798,0.0,0.0,[]
2021,2.0,1.0,"[136, 149]"
2407,2.0,1.0,"[97, 104]"
3508,1.0,1.0,[54]
550,0.0,0.0,[]
3093,0.0,0.0,[]
1771,0.0,0.0,[]
3547,2.0,1.0,"[63, 135]"
1674,1.0,1.0,[19]
1816,0.0,0.0,[]
3212,1.0,1.0,[35]
2442,1.0,1.0,[101]
1268,3.0,1.0,"[38, 43, 45]"
687,2.0,0.0,"[59, 129]"
2876,1.0,1.0,[57]
651,1.0,1.0,[123]
3087,1.0,1.0,[33]
959,1.0,1.0,[73]
899,1.0,1.0,[39]
2264,1.0,1.0,[36]
1573,3.0,1.0,"[45, 104, 105]"
3304,1.0,1.0,[79]
661,0.0,0.0,[]
2870,0.0,0.0,[]
2532,1.0,1.0,[87]
3615,2.0,1.0,"[21, 27]"
1116,3.0,0.0,"[35, 114, 123]"
460,4.0,1.0,"[80, 87, 94, 96]"
1563,0.0,0.0,[]
3209,1.0,1.0,[60]
149,3.0,1.0,"[3, 4, 6]"
3633,0.0,0.0,[]
172,0.0,0.0,[]
640,0.0,0.0,[]
452,1.0,0.0,[155]
2301,1.0,1.0,[127]
3704,0.0,0.0,[]
2698,0.0,0.0,[]
969,6.0,1.0,"[25, 31, 37, 40, 45, 54]"
2756,1.0,0.0,[60]
1797,0.0,0.0,[]
659,0.0,0.0,[]
154,0.0,0.0,[]
3362,1.0,1.0,[92]
1579,1.0,1.0,[102]
1572,0.0,0.0,[]
260,2.0,1.0,"[1, 5]"
2027,0.0,0.0,[]
1432,2.0,1.0,"[22, 36]"
2696,1.0,1.0,[129]
3626,3.0,1.0,"[156, 157, 158]"
3,1.0,1.0,[1]
2674,0.0,0.0,[]
3702,0.0,0.0,[]
237,2.0,1.0,"[1, 7]"
880,1.0,1.0,[163]
2120,1.0,1.0,[132]
2596,3.0,1.0,"[111, 112, 113]"
2481,2.0,0.0,"[71, 130]"
2519,1.0,1.0,[158]
3569,0.0,0.0,[]
2991,4.0,1.0,"[160, 161, 162, 163]"
2960,0.0,0.0,[]
1964,2.0,1.0,"[58, 73]"
2461,0.0,0.0,[]
1479,0.0,0.0,[]
796,0.0,0.0,[]
3542,2.0,1.0,"[74, 81]"
101,5.0,1.0,"[39, 47, 53, 57, 58]"
2412,1.0,1.0,[10]
112,1.0,1.0,[118]
1584,2.0,1.0,"[116, 117]"
3738,0.0,0.0,[]
991,4.0,1.0,"[10, 31, 35, 36]"
830,2.0,1.0,"[111, 137]"
1543,3.0,1.0,"[81, 83, 84]"
2130,1.0,1.0,[52]
3168,0.0,0.0,[]
1735,0.0,0.0,[]
2701,0.0,0.0,[]
1720,1.0,0.0,[158]
1089,0.0,0.0,[]
751,2.0,1.0,"[25, 146]"
2647,6.0,1.0,"[35, 36, 37, 38, 41, 43]"
2423,0.0,0.0,[]
3539,0.0,0.0,[]
1415,0.0,0.0,[]
18,1.0,0.0,[148]
504,2.0,1.0,"[1, 12]"
2088,0.0,0.0,[]
728,0.0,0.0,[]
84,1.0,1.0,[51]
775,1.0,0.0,[142]
1835,0.0,0.0,[]
1688,0.0,0.0,[]
32,1.0,1.0,[47]
3595,0.0,0.0,[]
2376,1.0,1.0,[3]
1444,1.0,0.0,[132]
3486,0.0,0.0,[]
585,0.0,0.0,[]
1832,0.0,0.0,[]
2132,3.0,1.0,"[129, 130, 131]"
277,1.0,1.0,[99]
1514,0.0,0.0,[]
620,1.0,1.0,[5]
3182,0.0,0.0,[]
3660,1.0,1.0,[102]
1918,0.0,0.0,[]
3557,0.0,0.0,[]
1239,2.0,1.0,"[31, 68]"
2627,0.0,0.0,[]
3610,0.0,0.0,[]
3177,3.0,1.0,"[115, 117, 118]"
2072,0.0,0.0,[]
2002,4.0,1.0,"[11, 94, 95, 96]"
2591,0.0,0.0,[]
2516,1.0,1.0,[153]
96,1.0,1.0,[6]
3183,0.0,0.0,[]
2969,1.0,1.0,[4]
306,5.0,1.0,"[93, 115, 116, 124, 125]"
1817,1.0,1.0,[66]
2995,4.0,1.0,"[108, 109, 110, 111]"
1426,0.0,0.0,[]
1926,2.0,1.0,"[26, 56]"
756,1.0,1.0,[3]
3240,1.0,1.0,[125]
3457,2.0,1.0,"[73, 75]"
2601,1.0,1.0,[114]
3394,2.0,1.0,"[66, 73]"
2453,0.0,0.0,[]
3635,0.0,0.0,[]
3490,3.0,1.0,"[41, 42, 46]"
424,1.0,1.0,[121]
2184,1.0,1.0,[27]
1938,0.0,0.0,[]
2528,0.0,0.0,[]
3239,0.0,0.0,[]
1375,3.0,1.0,"[128, 130, 132]"
1517,0.0,0.0,[]
615,0.0,0.0,[]
1472,2.0,1.0,"[127, 129]"
3453,1.0,1.0,[86]
198,0.0,0.0,[]
3363,0.0,0.0,[]
2595,1.0,1.0,[87]
3318,2.0,1.0,"[158, 159]"
