,fold0_variance,fold0_old_variance,fold0_random,fold0_uncertainty,fold0_old_uncertainty
21,"[47, 494, 2228, 241, 212, 759, 26, 280, 48, 146, 1106, 1113, 2124, 1056, 1372, 142, 1449, 731, 2715, 56, 293, 859, 343, 735, 661, 742, 2368, 57, 1116, 2380, 739, 1101, 322, 1061, 1341, 1218]","[5, 199, 661, 2752, 2923, 292, 308, 120, 731, 293, 353, 2014, 195, 95, 146, 30, 1297, 930, 50, 2171, 917, 127, 953, 294, 1586, 2883, 3592, 1061, 1465, 494, 187, 241, 287, 1102, 93, 184]","[390, 3022, 91, 1309, 388, 1073, 234, 2058, 2401, 1213, 1323, 3499, 3511, 3222, 853, 2934, 3389, 3149, 1363, 3344, 2741, 867, 2749, 530, 1568, 499, 3109, 1964, 2801, 598, 230, 403, 2574, 1314, 3435, 2392]","[1003, 1130, 839, 1043, 583, 734, 2361, 2180, 1806, 2281, 1309, 2114, 1001, 455, 1560, 1898, 529, 3329, 1161, 194, 1182, 2030, 427, 3578, 2461, 3372, 328, 3008, 1466, 1327, 1503, 1868, 2710, 336, 1435, 816]","[1277, 1726, 3156, 53, 261, 3342, 1252, 2344, 2834, 1407, 430, 1490, 2371, 1567, 264, 1669, 3525, 2166, 2057, 1058, 705, 3065, 2437, 3206, 45, 238, 2672, 2005, 3472, 3458, 2995, 1445, 986, 3360, 2591, 316]"
22,"[520, 26, 47, 536, 57, 3033, 212, 1030, 1505, 1031, 646, 887, 963, 3037, 284, 1023, 1297, 2171, 748, 979, 898, 1029, 1189, 37, 1287, 1283, 3507, 471, 304, 2039, 48, 1940, 1371, 1553, 2602, 3280]","[5, 199, 3033, 661, 742, 930, 1645, 2385, 731, 1772, 2923, 293, 963, 1189, 2715, 1323, 621, 209, 1019, 184, 953, 453, 292, 1460, 305, 2014, 1129, 287, 546, 155, 561, 804, 212, 2665, 872, 2849]","[3545, 3064, 3349, 1309, 3361, 2081, 2669, 2941, 2670, 2785, 1755, 2119, 1133, 869, 946, 1580, 778, 1343, 3277, 1442, 2741, 82, 2050, 335, 193, 695, 1987, 1881, 2041, 3590, 230, 2511, 2574, 1586, 3021, 2055]","[2137, 212, 533, 2996, 1975, 771, 3457, 1736, 1819, 2291, 1009, 1294, 948, 455, 542, 2521, 182, 1001, 1752, 2061, 2004, 2160, 1817, 3478, 1974, 1028, 2888, 2432, 1305, 1095, 126, 91, 1198, 2418, 3551, 323]","[3656, 1607, 75, 1174, 1485, 2146, 1934, 686, 2174, 1013, 2438, 2222, 334, 3032, 2054, 1146, 839, 1933, 2109, 261, 363, 1702, 1567, 160, 3427, 249, 2412, 1716, 1437, 1321, 883, 1495, 1225, 443, 2038, 316]"
23,"[212, 3033, 921, 1189, 280, 300, 1772, 268, 510, 536, 50, 394, 434, 977, 16, 237, 1586, 932, 1746, 1925, 882, 1280, 57, 125, 245, 924, 902, 543, 1539, 497, 621, 2872, 3592, 73, 287, 588]","[5, 661, 155, 594, 199, 353, 917, 163, 237, 898, 2385, 120, 308, 347, 3033, 748, 621, 209, 93, 293, 127, 1850, 2715, 1342, 1031, 1189, 50, 759, 1539, 1193, 2587, 2305, 1546, 1645, 257, 1772]","[1338, 2784, 2006, 1309, 533, 974, 2755, 80, 3464, 1021, 3234, 2716, 2398, 2728, 2391, 1402, 1363, 2621, 140, 2879, 173, 119, 2876, 3094, 2221, 631, 3666, 402, 2324, 3406, 1768, 883, 2574, 3125, 1706, 2013]","[1128, 2343, 1618, 668, 3081, 1647, 3592, 1905, 1410, 1578, 2321, 723, 1375, 521, 2957, 864, 2538, 2213, 2470, 773, 1437, 55, 2741, 592, 1373, 2389, 1768, 214, 588, 815, 1186, 2769, 2082, 839, 2081, 427]","[904, 1934, 968, 1985, 1920, 1339, 1260, 2300, 2212, 3094, 2246, 758, 1736, 3497, 3534, 410, 3620, 1281, 1201, 1848, 3530, 1298, 372, 1427, 3165, 2956, 1137, 2569, 439, 358, 2378, 434, 1252, 2666, 1544, 992]"
24,"[212, 280, 282, 199, 441, 2116, 533, 287, 73, 245, 1577, 971, 821, 1925, 494, 102, 125, 166, 497, 1189, 748, 985, 50, 2266, 223, 847, 284, 646, 510, 132, 1761, 1492, 206, 49, 84, 208]","[5, 1323, 536, 133, 582, 847, 661, 308, 282, 212, 759, 942, 155, 2014, 163, 2266, 3437, 917, 3592, 1940, 648, 50, 481, 742, 1539, 2713, 515, 546, 1056, 105, 227, 184, 621, 510, 928, 837]","[2372, 2827, 1096, 1309, 1466, 700, 3412, 21, 621, 439, 2828, 1634, 3543, 489, 3174, 308, 1363, 1681, 140, 381, 173, 1871, 1622, 2187, 2378, 2497, 1507, 1424, 2628, 677, 1768, 1703, 2574, 3588, 1930, 2282]","[1215, 592, 2682, 2137, 1370, 828, 3601, 62, 1823, 695, 624, 3128, 1693, 2068, 2424, 1225, 1986, 1952, 1504, 518, 1043, 2210, 1050, 911, 1238, 3342, 1058, 2989, 402, 3318, 2438, 1718, 738, 49, 3615, 3727]","[2728, 735, 2999, 1489, 3086, 778, 1398, 2729, 2936, 781, 2530, 357, 2479, 2050, 2708, 519, 3713, 3425, 2870, 1914, 1417, 1611, 3222, 2489, 812, 2407, 1252, 680, 1373, 1117, 62, 3638, 2114, 3545, 3029, 3217]"
25,"[3437, 212, 2227, 245, 282, 2029, 1046, 163, 748, 1483, 1243, 987, 2357, 887, 476, 102, 1189, 1182, 1772, 471, 247, 50, 2477, 3357, 187, 184, 942, 1539, 739, 661, 393, 1438, 326, 1620, 3114, 977]","[582, 520, 1031, 2752, 51, 536, 621, 1166, 1645, 481, 292, 661, 496, 212, 1539, 739, 972, 1061, 515, 1214, 2, 1372, 2029, 2849, 1699, 268, 1801, 154, 348, 183, 1322, 1553, 687, 412, 1269, 546]","[2642, 3367, 3252, 1309, 243, 97, 3708, 1726, 1951, 1038, 2679, 1584, 2546, 2389, 248, 29, 3277, 1857, 1126, 2974, 2438, 2426, 514, 2946, 2117, 2114, 960, 1128, 410, 1747, 945, 2249, 2574, 3099, 1885, 2248]","[2309, 2950, 402, 501, 3404, 3743, 1578, 3638, 664, 3444, 3504, 218, 62, 64, 1127, 1290, 317, 1610, 1105, 2133, 2005, 798, 2075, 1378, 1286, 3010, 558, 795, 1074, 1937, 150, 3121, 2183, 439, 2104, 2957]","[107, 575, 1616, 145, 1127, 1526, 1617, 2314, 220, 2347, 826, 1649, 3099, 1375, 286, 2150, 1022, 2432, 426, 391, 2279, 2413, 2586, 2532, 756, 3202, 506, 182, 1499, 778, 2023, 436, 1047, 2280, 706, 3003]"
26,"[793, 1374, 453, 184, 212, 553, 917, 50, 245, 987, 284, 887, 292, 530, 187, 481, 394, 300, 520, 533, 424, 163, 1645, 296, 348, 73, 959, 2776, 16, 1900, 646, 461, 476, 2944, 353, 932]","[536, 1645, 1322, 494, 247, 586, 308, 520, 1112, 661, 184, 1539, 530, 50, 582, 24, 759, 237, 194, 292, 10, 902, 972, 3507, 133, 1182, 2, 212, 1061, 1772, 971, 282, 87, 1129, 1678, 1495]","[3185, 2163, 3061, 1309, 3582, 554, 3057, 3176, 450, 1303, 1710, 3673, 3689, 2530, 1459, 875, 1126, 2504, 1901, 643, 3411, 1675, 3333, 583, 3194, 957, 908, 1744, 370, 3718, 2694, 1591, 1724, 3126, 894, 1944]","[1290, 3497, 366, 160, 249, 537, 1482, 1649, 1924, 1692, 1580, 2718, 2547, 1865, 2093, 3071, 2161, 2905, 1201, 3744, 1618, 1518, 2975, 2280, 1279, 1177, 2350, 794, 1212, 1453, 133, 3476, 2361, 149, 3178, 360]","[828, 2895, 1697, 1009, 3567, 238, 1183, 442, 1255, 1935, 2460, 201, 592, 2496, 850, 1914, 1265, 439, 2710, 1756, 2784, 407, 3256, 363, 2041, 118, 778, 2511, 328, 1868, 3015, 1720, 2389, 1146, 1320, 986]"
27,"[212, 424, 2406, 959, 348, 146, 282, 371, 353, 553, 163, 187, 921, 1374, 245, 1299, 209, 987, 184, 50, 199, 300, 739, 453, 543, 619, 3284, 3261, 586, 971, 394, 378, 2496, 476, 1857, 10]","[378, 1419, 536, 748, 424, 959, 24, 292, 1243, 1699, 690, 30, 517, 2923, 184, 917, 1269, 149, 1539, 661, 371, 237, 453, 2393, 1645, 1253, 1299, 348, 282, 1218, 646, 347, 47, 96, 932, 1723]","[1699, 468, 563, 1309, 572, 680, 1918, 96, 3646, 1778, 2602, 2636, 733, 2927, 1459, 1073, 1126, 141, 1901, 2352, 3411, 249, 584, 1998, 3701, 3726, 2423, 1961, 370, 2747, 2694, 2092, 1724, 2823, 3198, 1501]","[1600, 537, 328, 1427, 1867, 1930, 911, 2412, 379, 706, 1866, 995, 3448, 655, 870, 54, 1191, 81, 2151, 1700, 3656, 3633, 1134, 2741, 774, 2336, 966, 828, 1759, 3455, 256, 1009, 1860, 1843, 845, 3632]","[2223, 1370, 1073, 1378, 2788, 899, 1261, 1946, 1452, 3017, 705, 904, 706, 2432, 363, 1222, 2476, 2285, 3715, 3573, 264, 740, 1888, 924, 992, 1313, 810, 2005, 1823, 1043, 3178, 3686, 2292, 1437, 2045, 807]"
28,"[517, 586, 163, 268, 184, 1170, 906, 199, 378, 646, 212, 1299, 481, 932, 1419, 1140, 10, 520, 1164, 187, 447, 340, 63, 1626, 245, 1374, 1043, 50, 146, 209, 1079, 1287, 49, 230, 497, 247]","[536, 378, 586, 237, 268, 1419, 1374, 959, 1645, 517, 1299, 646, 608, 1170, 437, 1253, 906, 187, 1699, 917, 24, 582, 1389, 2305, 1243, 932, 621, 739, 245, 3170, 2752, 348, 51, 1061, 347, 10]","[1685, 3443, 1517, 1309, 1589, 1381, 206, 3497, 3479, 3075, 225, 3485, 2470, 3695, 974, 646, 2539, 2676, 46, 180, 3205, 184, 3032, 3281, 524, 3425, 2199, 2865, 1027, 2469, 771, 1076, 2406, 3605, 979, 3548]","[752, 2991, 685, 2277, 3209, 2393, 961, 1661, 2812, 2495, 2534, 108, 1169, 2472, 995, 1298, 861, 2223, 1460, 328, 529, 3724, 1905, 1532, 1012, 3346, 214, 815, 1973, 1858, 2586, 1796, 201, 1860, 1394, 2890]","[2078, 2036, 1790, 40, 697, 3626, 3573, 3273, 2286, 172, 2489, 2530, 312, 316, 334, 974, 1824, 1806, 2210, 3, 3743, 1320, 2809, 238, 738, 1073, 1888, 1981, 1558, 823, 2050, 264, 2753, 826, 2378, 2262]"
29,"[1419, 163, 906, 199, 247, 588, 348, 292, 739, 517, 586, 268, 146, 646, 353, 424, 793, 300, 1775, 441, 1164, 533, 932, 378, 394, 511, 3232, 187, 212, 1056, 3625, 2534, 2856, 979, 132, 178]","[268, 3615, 906, 348, 536, 3600, 1483, 1539, 661, 621, 1269, 530, 2124, 959, 300, 1170, 520, 187, 1092, 292, 635, 553, 956, 1299, 1419, 561, 2919, 1768, 690, 453, 582, 437, 1645, 1374, 608, 424]","[1202, 3187, 1683, 1309, 1589, 3387, 363, 1784, 2065, 1779, 669, 3495, 1934, 3695, 972, 646, 2539, 2676, 2381, 180, 1174, 1, 3032, 2188, 183, 2131, 3378, 2865, 774, 2469, 712, 1076, 3654, 2891, 3640, 757]","[1212, 409, 1260, 3655, 1901, 1202, 705, 3222, 150, 639, 886, 1476, 763, 3079, 2562, 1307, 3263, 3432, 1252, 1692, 255, 752, 1973, 3573, 1182, 1589, 154, 1614, 3700, 1248, 415, 1756, 1739, 2575, 1743, 1335]","[72, 2264, 1736, 2622, 3283, 668, 740, 962, 3732, 1960, 969, 1294, 1946, 214, 1182, 2353, 470, 2741, 3364, 1124, 2093, 2250, 3518, 379, 2496, 2544, 2164, 1047, 1489, 2374, 1427, 1313, 986, 798, 2122, 2045]"
30,"[163, 268, 1419, 635, 292, 906, 378, 212, 300, 1019, 199, 48, 10, 325, 146, 24, 520, 1185, 586, 739, 247, 703, 371, 2595, 469, 921, 424, 441, 187, 348, 1851, 517, 225, 533, 209, 959]","[586, 536, 1140, 163, 621, 268, 247, 3600, 1645, 1276, 1932, 959, 1539, 533, 553, 453, 608, 734, 1422, 1861, 793, 336, 212, 149, 1231, 1144, 1186, 900, 872, 1900, 594, 125, 1699, 821, 2871, 804]","[3667, 2052, 2021, 1031, 2830, 475, 858, 1814, 747, 2993, 2825, 1428, 1898, 1572, 1210, 412, 831, 3455, 624, 2217, 3017, 2674, 2655, 1552, 122, 2598, 1596, 768, 478, 150, 3327, 888, 2251, 802, 3673, 2652]","[3414, 264, 3742, 774, 443, 1279, 986, 680, 3723, 2292, 1320, 2040, 1460, 2918, 439, 3747, 2139, 606, 2586, 3136, 2783, 409, 2010, 3743, 470, 348, 1646, 3269, 2776, 107, 1385, 366, 1739, 1616, 3121, 1495]","[1920, 1291, 172, 891, 1294, 2497, 1117, 2496, 351, 1736, 1997, 893, 2639, 2045, 379, 2250, 1693, 2915, 680, 2114, 357, 2468, 3088, 1282, 1, 2038, 1265, 1803, 430, 2679, 112, 256, 2239, 575, 427, 1796]"
31,"[146, 621, 1551, 453, 212, 163, 48, 533, 348, 424, 1068, 73, 30, 942, 1808, 1045, 247, 727, 1900, 292, 243, 1102, 496, 1605, 979, 1402, 1735, 394, 184, 1030, 667, 926, 963, 921, 553, 2706]","[3600, 651, 921, 586, 517, 536, 1539, 1341, 1645, 959, 635, 1374, 796, 2929, 3577, 1299, 2227, 677, 2385, 378, 979, 1909, 497, 1287, 348, 906, 3322, 520, 1002, 1900, 528, 206, 289, 811, 1925, 582]","[1509, 2498, 3156, 1031, 2051, 3525, 3515, 1056, 314, 600, 1319, 118, 2883, 1427, 682, 3455, 2966, 615, 3117, 1250, 687, 297, 1337, 743, 1108, 2785, 293, 65, 1279, 66, 3637, 888, 1092, 2524, 3409, 3400]","[1392, 1824, 856, 606, 430, 845, 2174, 1356, 22, 3757, 2546, 1151, 1414, 239, 1216, 483, 680, 1261, 64, 1864, 3176, 249, 3223, 1852, 2662, 1252, 388, 881, 695, 53, 1445, 376, 1133, 2025, 256, 2235]","[1417, 1443, 1560, 2937, 263, 1356, 1364, 3518, 415, 1871, 2769, 193, 2779, 1790, 3754, 1186, 2418, 1517, 2235, 1646, 1650, 1578, 1117, 3131, 3382, 2888, 2513, 986, 1169, 1495, 99, 598, 2227, 1060, 764, 2210]"
32,"[30, 1897, 146, 48, 163, 292, 260, 987, 348, 594, 453, 1323, 1106, 343, 553, 1140, 1351, 698, 520, 142, 779, 931, 300, 325, 2124, 917, 793, 1031, 1372, 247, 906, 63, 224, 1550, 953, 1503]","[453, 536, 1645, 651, 1900, 2929, 1299, 561, 292, 424, 1269, 51, 2248, 517, 1263, 135, 2014, 1539, 2385, 921, 227, 821, 1341, 1002, 394, 3208, 195, 1102, 932, 952, 1938, 804, 489, 621, 353, 1056]","[3314, 973, 3410, 1031, 2531, 3095, 962, 1265, 574, 3406, 3335, 1949, 3285, 801, 3445, 3455, 1522, 470, 359, 1250, 1917, 3648, 1542, 1059, 3150, 793, 617, 3490, 1036, 66, 1764, 888, 1173, 1756, 669, 1942]","[366, 1549, 2639, 2054, 3003, 1398, 1047, 483, 2591, 1378, 3706, 1567, 3592, 2267, 750, 139, 800, 2097, 1294, 542, 409, 251, 2863, 1182, 2484, 364, 1884, 1392, 3606, 945, 23, 3638, 1261, 1243, 3329, 3444]","[2007, 274, 1650, 2938, 3476, 1736, 518, 812, 2486, 1151, 810, 724, 1833, 1353, 3723, 552, 415, 593, 1337, 218, 2753, 773, 1584, 2042, 1526, 2179, 3686, 1427, 1437, 1888, 53, 852, 2071, 1570, 3603, 3003]"
33,"[292, 163, 698, 651, 1897, 325, 941, 1018, 921, 1763, 223, 793, 146, 15, 884, 621, 300, 213, 561, 348, 480, 914, 2247, 594, 247, 3083, 49, 353, 661, 329, 469, 1953, 696, 1844, 1768, 511]","[1645, 651, 453, 1772, 1934, 313, 1539, 621, 292, 2014, 1464, 284, 1106, 561, 1164, 677, 1341, 424, 2105, 2406, 348, 1283, 956, 1746, 57, 698, 1020, 224, 2248, 932, 1553, 806, 972, 1061, 941, 2713]","[769, 604, 2213, 1031, 2437, 2633, 3, 2044, 584, 3728, 2269, 1160, 713, 2305, 3387, 3733, 2064, 3442, 872, 1250, 2766, 1808, 3735, 3199, 2156, 1345, 1485, 2244, 3315, 66, 3249, 888, 3575, 618, 2669, 235]","[409, 1466, 529, 348, 498, 1981, 2486, 1076, 2286, 2260, 3476, 2216, 2321, 256, 615, 3087, 3713, 149, 1454, 414, 1476, 214, 2468, 78, 3638, 1584, 2930, 172, 533, 1042, 3603, 372, 1737, 943, 23, 138]","[3551, 3527, 3121, 40, 3204, 1683, 1871, 2160, 1452, 466, 1584, 1736, 1230, 1819, 1646, 1445, 1243, 2321, 3242, 718, 3256, 23, 1954, 1257, 2905, 3313, 668, 1169, 1715, 508, 501, 2437, 1824, 1074, 1924, 1844]"
34,"[163, 292, 651, 661, 300, 621, 632, 2247, 754, 2141, 779, 480, 260, 930, 296, 166, 2408, 520, 666, 14, 3634, 11, 84, 48, 200, 1254, 530, 1006, 2798, 2205, 528, 348, 2383, 959, 514, 353]","[284, 2248, 1897, 394, 163, 1645, 424, 1772, 621, 1106, 1925, 73, 1287, 353, 1189, 561, 1231, 651, 497, 253, 742, 1164, 1808, 3225, 469, 3634, 685, 65, 656, 1068, 1046, 1422, 667, 227, 166, 734]","[2951, 1494, 2798, 1031, 3115, 2545, 3449, 2594, 1987, 3434, 1873, 3461, 309, 3002, 3459, 470, 1894, 2039, 604, 1250, 1387, 229, 2963, 640, 1765, 1303, 302, 86, 3691, 545, 101, 888, 3566, 240, 2755, 3020]","[2547, 334, 3455, 22, 1683, 2532, 2007, 944, 2497, 1756, 2594, 1934, 868, 1736, 2336, 938, 2217, 1491, 996, 23, 107, 2496, 201, 1864, 3226, 142, 552, 210, 2206, 3329, 660, 2424, 2823, 1823, 1984, 1478]","[1151, 468, 3382, 3724, 1814, 2231, 2250, 2738, 1410, 430, 3482, 485, 3070, 1616, 2896, 711, 724, 172, 606, 2604, 2218, 2902, 2639, 2957, 1997, 2126, 1866, 3003, 1187, 2451, 1634, 982, 3479, 1270, 1762, 1824]"
35,"[163, 480, 651, 102, 300, 819, 917, 1240, 348, 814, 343, 621, 2944, 1715, 2034, 103, 143, 325, 243, 1723, 1102, 1211, 874, 2929, 253, 1847, 1708, 699, 14, 204, 1659, 930, 2400, 3613, 48, 1313]","[2248, 651, 1772, 963, 1023, 257, 2141, 935, 1645, 394, 1140, 247, 1897, 1189, 1063, 621, 1254, 163, 1211, 453, 221, 760, 1079, 14, 3625, 227, 677, 932, 1371, 1351, 2124, 1313, 353, 2898, 517, 1106]","[3711, 2520, 2462, 1031, 2898, 907, 2934, 815, 1, 2747, 2613, 125, 3305, 2016, 1058, 470, 3672, 1311, 2670, 1250, 3739, 3571, 1203, 2851, 1556, 2736, 2133, 504, 545, 2069, 888, 3302, 1545, 376, 3178, 1664]","[2278, 2067, 968, 606, 430, 112, 1300, 1410, 334, 529, 1789, 1631, 816, 3138, 1756, 1188, 1002, 2031, 3688, 2530, 1495, 961, 1435, 1222, 322, 518, 1317, 1370, 944, 750, 938, 2562, 3572, 1912, 598, 1375]","[3539, 1843, 439, 1745, 420, 123, 466, 2243, 1888, 1410, 2867, 2296, 2664, 218, 911, 1997, 328, 1124, 2691, 1443, 1560, 2591, 1236, 800, 220, 3743, 2361, 962, 1948, 1756, 2641, 3534, 1837, 192, 1844, 3724]"
36,"[651, 300, 292, 480, 621, 877, 661, 84, 1301, 754, 699, 1045, 73, 243, 348, 1492, 760, 2132, 517, 1231, 1825, 2923, 2929, 796, 1133, 211, 3444, 1682, 121, 24, 554, 1235, 1253, 356, 2335, 3190]","[163, 257, 1645, 1150, 651, 97, 621, 1023, 1808, 14, 394, 906, 1254, 47, 517, 963, 68, 546, 3526, 103, 318, 1079, 1551, 3730, 2713, 243, 772, 37, 1402, 2739, 348, 793, 582, 2706, 7, 347]","[490, 294, 3670, 1031, 273, 1748, 2925, 2384, 1813, 280, 1750, 2710, 2396, 3574, 404, 3442, 316, 3005, 357, 1250, 3276, 3083, 1840, 3579, 1703, 1310, 1136, 453, 1434, 1386, 888, 1932, 863, 1186, 124, 2357]","[3133, 1004, 20, 944, 809, 1256, 271, 2339, 1449, 2291, 2565, 466, 903, 391, 226, 1186, 3082, 1489, 1934, 754, 197, 118, 3432, 21, 2822, 3650, 800, 1490, 1048, 529, 3097, 2068, 2902, 1823, 1647, 2386]","[2672, 1161, 3473, 636, 2004, 1261, 3632, 771, 2357, 140, 1524, 2530, 357, 1864, 2166, 149, 219, 309, 2764, 1891, 1165, 2180, 2233, 2995, 1896, 1948, 3479, 768, 1212, 334, 2327, 1819, 3418, 317, 290, 1281]"
37,"[1013, 651, 1342, 1586, 546, 858, 917, 1240, 1046, 621, 1063, 3170, 793, 93, 2713, 243, 1267, 1150, 247, 1254, 348, 1244, 461, 103, 1972, 325, 1070, 511, 407, 906, 1193, 900, 841, 184, 2923, 514]","[163, 2326, 2944, 1808, 1645, 103, 1395, 394, 2533, 1267, 1279, 2124, 348, 56, 1023, 1150, 1079, 2516, 2731, 1553, 7, 651, 14, 971, 1404, 582, 166, 1061, 972, 977, 2227, 760, 793, 561, 621, 1897]","[434, 3202, 1017, 3092, 1702, 954, 3153, 3355, 2674, 1027, 573, 2907, 3678, 1582, 2002, 3005, 3636, 3030, 621, 893, 3585, 2761, 1339, 204, 2750, 1366, 1179, 1652, 3551, 322, 3444, 3024, 3419, 1918, 1212, 3324]","[592, 2999, 1427, 535, 1657, 498, 1202, 2349, 840, 1495, 1169, 1048, 1445, 754, 1076, 2870, 1022, 1443, 1595, 3, 2323, 114, 3447, 868, 323, 824, 3198, 232, 552, 681, 3458, 2278, 379, 1734, 1361, 2196]","[1482, 3151, 1775, 21, 456, 534, 2155, 2359, 1354, 1693, 1076, 881, 238, 750, 2156, 1917, 3518, 2999, 800, 1220, 1158, 2185, 2566, 2219, 2508, 23, 3457, 3032, 123, 492, 455, 1375, 75, 1888, 2378, 3178]"
38,"[353, 651, 917, 1825, 635, 184, 325, 348, 125, 480, 793, 687, 48, 14, 213, 215, 1056, 930, 594, 1550, 956, 2898, 708, 247, 204, 546, 1435, 2587, 1920, 682, 561, 517, 1101, 796, 901, 661]","[163, 1645, 247, 651, 1808, 2116, 68, 656, 329, 533, 1192, 793, 1023, 1254, 941, 269, 404, 394, 1276, 1046, 353, 1577, 14, 243, 97, 1653, 859, 1280, 952, 1925, 39, 1299, 554, 1070, 1319, 1031]","[944, 1892, 2143, 3092, 637, 3428, 1643, 532, 2709, 734, 809, 765, 1620, 976, 630, 3030, 2698, 286, 3120, 203, 1555, 3544, 3361, 1298, 1591, 648, 3089, 447, 465, 2884, 3444, 2475, 2280, 934, 489, 3303]","[992, 1146, 2041, 750, 945, 3131, 529, 405, 1443, 190, 1022, 1610, 1702, 3728, 1237, 1997, 3743, 3326, 1154, 3133, 843, 1295, 2055, 388, 3165, 413, 2071, 1906, 2180, 323, 1724, 752, 1445, 3689, 610, 2915]","[1381, 1255, 1697, 2432, 962, 1710, 2114, 23, 3697, 558, 321, 2418, 1084, 122, 414, 2511, 750, 3476, 1457, 177, 899, 40, 1375, 1090, 606, 3029, 2783, 3209, 1715, 328, 3534, 2950, 918, 3151, 2155, 1370]"
39,"[257, 1500, 651, 353, 14, 125, 184, 661, 48, 635, 2957, 930, 348, 325, 343, 72, 754, 517, 480, 362, 1129, 1342, 260, 269, 1102, 656, 127, 959, 796, 866, 690, 3178, 469, 546, 24, 1079]","[163, 1299, 1808, 1897, 2713, 247, 14, 1374, 1150, 329, 1402, 469, 93, 514, 656, 243, 7, 1165, 1240, 651, 97, 677, 37, 549, 102, 941, 900, 1063, 1763, 65, 1031, 348, 1781, 400, 4, 814]","[265, 1003, 3709, 3092, 1714, 2117, 1080, 364, 2423, 2413, 1719, 232, 1244, 2197, 2216, 3030, 3529, 286, 450, 203, 1394, 2959, 1562, 1668, 2092, 2739, 3089, 496, 465, 3367, 3444, 524, 1171, 3137, 880, 3303]","[2166, 2870, 1857, 718, 466, 468, 145, 1611, 3474, 2342, 2413, 2021, 317, 214, 2980, 2664, 2353, 3725, 2232, 1896, 1943, 3101, 289, 1647, 839, 53, 1914, 2622, 2011, 2241, 1981, 1432, 2968, 255, 3166, 2038]","[1961, 238, 1509, 2004, 3754, 1857, 2438, 2323, 364, 1084, 434, 1898, 1124, 321, 1560, 852, 1637, 2545, 1437, 1443, 2036, 982, 1737, 455, 2321, 1182, 1550, 1592, 1499, 2642, 391, 1407, 3420, 1568, 3151, 2896]"
40,"[257, 1565, 14, 651, 325, 348, 1464, 93, 247, 243, 453, 72, 708, 125, 3694, 73, 699, 122, 1092, 514, 1395, 2713, 1920, 935, 1189, 703, 546, 869, 334, 1763, 2957, 666, 2967, 754, 3570, 932]","[163, 1018, 325, 1808, 2713, 14, 594, 900, 528, 2211, 348, 677, 7, 511, 469, 68, 1023, 692, 1553, 378, 247, 1070, 72, 1006, 1319, 2752, 1699, 1897, 2966, 437, 224, 1029, 2205, 517, 734, 1242]","[2058, 2127, 3674, 3092, 1480, 3727, 158, 3609, 1746, 625, 1550, 1281, 3633, 3248, 760, 2906, 2427, 678, 1872, 3069, 472, 1882, 2296, 754, 771, 891, 996, 3232, 1409, 269, 3444, 1971, 2424, 1233, 3743, 2590]","[114, 2180, 348, 659, 363, 1028, 734, 2810, 552, 1611, 2930, 606, 636, 2663, 3232, 3012, 1507, 529, 615, 668, 1891, 782, 1927, 1026, 2373, 3657, 695, 1546, 927, 2139, 434, 1142, 1084, 2185, 610, 334]","[798, 2547, 52, 216, 2325, 1051, 1898, 2114, 1946, 29, 2948, 659, 1187, 140, 3399, 2151, 3473, 1197, 2633, 911, 3190, 41, 2613, 3713, 2666, 3432, 2440, 2004, 1182, 2738, 1613, 3166, 1737, 3226, 3515, 3592]"
41,"[325, 489, 257, 289, 87, 804, 630, 2105, 533, 348, 1850, 132, 156, 103, 1980, 343, 477, 125, 1192, 949, 1439, 1934, 2242, 3166, 3290, 65, 566, 2864, 661, 243, 526, 2919, 692, 1296, 1152, 826]","[269, 1046, 125, 469, 247, 1994, 594, 2752, 84, 102, 2496, 15, 2334, 4, 1254, 1932, 1897, 1332, 1102, 956, 814, 471, 760, 1553, 584, 699, 1106, 2207, 348, 2400, 1351, 1070, 1122, 1746, 1454, 1179]","[1183, 2570, 3192, 3092, 995, 305, 2900, 726, 3676, 2563, 3452, 401, 2869, 1438, 2263, 178, 2836, 1072, 2223, 3725, 3346, 243, 148, 2935, 1347, 2260, 1954, 1110, 154, 3618, 1101, 3746, 211, 1614, 2661, 2905]","[3581, 190, 529, 171, 593, 114, 606, 1096, 1905, 518, 3465, 2041, 954, 410, 1466, 577, 1647, 1445, 1199, 2738, 1169, 1694, 1049, 1215, 824, 32, 1093, 1133, 3156, 1650, 1590, 2038, 2627, 1591, 1829, 709]","[996, 1817, 3633, 2004, 62, 752, 177, 1290, 2042, 3427, 3632, 1298, 486, 1445, 2262, 1961, 3096, 1853, 1429, 3476, 2157, 1865, 271, 1864, 1198, 2213, 1404, 3725, 1504, 1912, 2151, 1169, 998, 2332, 826, 1130]"
