,fold0_variance,fold0_old_variance,fold0_random,fold0_uncertainty,fold0_old_uncertainty
171,"[3057, 468, 2449, 2870, 495, 261, 1875, 774, 529, 3446, 1320, 271, 379, 415, 2515, 2497, 1709, 2397, 559, 1443, 254, 22, 1629, 946, 29, 607, 2900, 317, 1697, 2465, 684, 850, 893, 1594, 954, 416]","[190, 1142, 2278, 305, 3386, 774, 2009, 1578, 744, 492, 711, 1912, 52, 1997, 1636, 3545, 1662, 733, 2344, 502, 995, 1259, 740, 1800, 1599, 2126, 2000, 1223, 992, 1201, 3323, 1233, 1214, 3645, 1871, 2628]","[952, 867, 1333, 3694, 3145, 44, 1980, 3705, 1700, 3638, 1533, 1230, 1060, 817, 2929, 2532, 986, 194, 2587, 79, 1126, 2110, 3754, 501, 793, 603, 3140, 3413, 543, 3496, 3676, 291, 77, 1632, 2994, 3679]","[1210, 441, 531, 1598, 3457, 119, 1743, 76, 1888, 2074, 312, 958, 1558, 2780, 1352, 1331, 1809, 1188, 1581, 2455, 929, 1747, 408, 620, 2579, 242, 1137, 777, 2925, 1616, 2141, 335, 414, 1451, 1905, 2165]","[305, 2516, 941, 2278, 2533, 2044, 527, 572, 1042, 820, 414, 1583, 2161, 300, 291, 452, 1219, 2696, 3681, 2099, 3729, 2083, 78, 1752, 276, 1666, 1734, 1629, 1188, 2015, 3588, 1524, 3560, 2493, 408, 3359]"
172,"[798, 529, 254, 2257, 695, 559, 2276, 538, 2462, 1286, 416, 774, 2167, 1564, 2517, 44, 1194, 1121, 707, 939, 1829, 1130, 3483, 379, 3255, 1422, 495, 843, 752, 13, 1932, 607, 1327, 3035, 810, 3738]","[2284, 1142, 883, 2278, 13, 687, 915, 985, 493, 408, 1599, 190, 1584, 2575, 1819, 820, 2784, 968, 2465, 1143, 2098, 3121, 1567, 1636, 3015, 990, 2373, 368, 2480, 3304, 1662, 409, 234, 2557, 552, 711]","[2616, 2957, 3564, 1751, 2884, 1108, 3326, 3192, 3302, 2691, 600, 1694, 2929, 1774, 1170, 1132, 1659, 1259, 3724, 1981, 3079, 1238, 2703, 1267, 3544, 3030, 3027, 3088, 2777, 1007, 3004, 1029, 8, 3494, 1154, 153]","[1210, 2141, 958, 335, 531, 1188, 414, 441, 3203, 1352, 2092, 929, 119, 76, 1998, 312, 2842, 242, 1562, 701, 1598, 1948, 591, 1762, 1444, 2143, 505, 2920, 1768, 3534, 1691, 2574, 2705, 1137, 1699, 863]","[527, 291, 2278, 941, 1666, 132, 2516, 305, 1752, 1583, 1939, 3014, 796, 1179, 683, 559, 591, 596, 1132, 3359, 1363, 154, 3729, 1122, 820, 1219, 3367, 414, 1942, 1860, 1492, 2468, 1591, 3560, 606, 3715]"
173,"[707, 1608, 607, 711, 529, 2218, 3644, 129, 1624, 674, 1250, 76, 542, 1594, 2455, 1645, 3509, 2592, 207, 357, 165, 486, 2516, 664, 495, 328, 405, 1721, 531, 254, 2203, 2122, 317, 44, 379, 2286]","[2278, 3200, 1662, 2284, 196, 1819, 1124, 820, 733, 1142, 1592, 1906, 2344, 1997, 938, 3094, 1981, 1567, 305, 1833, 267, 493, 3273, 2067, 1590, 477, 3318, 1143, 3482, 1154, 35, 2093, 1219, 812, 2949, 1088]","[606, 92, 3546, 232, 2163, 2347, 1464, 2634, 957, 3482, 677, 661, 2581, 582, 217, 2461, 2912, 1943, 577, 2918, 646, 2465, 1290, 1962, 3430, 1072, 3387, 456, 263, 2010, 539, 3214, 906, 2401, 2224, 185]","[1210, 119, 414, 76, 958, 441, 1147, 591, 1529, 2460, 835, 1768, 863, 1598, 312, 531, 929, 3430, 1819, 1369, 1605, 1975, 996, 1394, 1602, 3687, 1618, 1446, 505, 1188, 2818, 3539, 1888, 1693, 3112, 620]","[305, 3014, 941, 132, 300, 291, 1179, 2516, 1666, 1219, 1350, 3367, 1939, 1332, 1778, 1524, 733, 522, 606, 1583, 591, 3729, 452, 3722, 528, 596, 868, 2610, 820, 1591, 1670, 3681, 1363, 796, 2288, 2515]"
174,"[707, 2478, 13, 3719, 529, 810, 1960, 658, 1829, 76, 258, 1969, 2454, 2309, 2175, 3451, 1808, 495, 881, 2368, 774, 1962, 552, 705, 317, 1307, 2381, 1026, 129, 55, 379, 207, 2125, 1580, 3112, 3567]","[906, 968, 1605, 3200, 3081, 1124, 1636, 1142, 3238, 2848, 2098, 1439, 915, 2278, 3206, 409, 992, 1132, 2126, 477, 938, 2613, 733, 2155, 408, 2994, 2575, 3518, 1683, 1578, 529, 2302, 2601, 3252, 3313, 264]","[2815, 302, 3546, 1276, 468, 108, 3270, 1518, 2230, 55, 1747, 658, 217, 1541, 5, 2461, 2605, 820, 3519, 52, 646, 2465, 1544, 1645, 1421, 2041, 3011, 2908, 57, 3398, 387, 2005, 2452, 2670, 2026, 185]","[1210, 803, 119, 602, 414, 1071, 531, 76, 1394, 2687, 835, 2414, 701, 3152, 1967, 974, 505, 1791, 2440, 1446, 1856, 1867, 1699, 2775, 783, 1598, 1378, 2751, 2325, 1430, 43, 2455, 2863, 158, 1219, 1369]","[941, 1179, 3014, 305, 291, 897, 1666, 3729, 465, 3579, 1363, 1524, 1492, 1122, 1939, 2115, 1212, 528, 1420, 175, 1629, 1188, 712, 1583, 596, 78, 820, 1464, 414, 3750, 153, 1284, 2828, 3357, 572, 67]"
175,"[529, 1475, 1772, 531, 328, 2877, 2726, 645, 44, 129, 3418, 357, 559, 1645, 468, 1247, 3298, 2462, 1073, 1469, 2714, 883, 1751, 3382, 1273, 1825, 2173, 2388, 3161, 538, 1766, 1828, 3607, 165, 1964, 1953]","[368, 2082, 968, 2155, 1142, 1117, 1636, 3273, 3206, 2284, 2470, 820, 2605, 2174, 1201, 2437, 108, 1644, 1693, 3530, 1491, 2575, 781, 3518, 712, 1534, 1047, 3706, 2339, 2472, 802, 995, 20, 19, 1375, 1943]","[2815, 424, 3546, 1276, 2121, 1867, 3270, 1518, 1246, 55, 1747, 2579, 217, 1541, 5, 2461, 2605, 2371, 3519, 52, 646, 2465, 1544, 784, 2041, 3011, 773, 57, 3398, 1275, 3577, 239, 3165, 2026, 185, 3004]","[1210, 1394, 602, 119, 803, 1132, 701, 591, 414, 871, 531, 1130, 1352, 775, 1598, 3073, 989, 2510, 1062, 1694, 1776, 242, 2924, 1463, 295, 996, 3360, 929, 3657, 3284, 1583, 2940, 1743, 3259, 1906, 2734]","[3014, 305, 300, 1179, 1666, 1284, 2381, 820, 1583, 3729, 420, 596, 2516, 13, 1966, 712, 3722, 796, 897, 1420, 104, 291, 591, 650, 414, 35, 1350, 76, 3438, 868, 2693, 2463, 109, 534, 733, 1219]"
176,"[3073, 2877, 2143, 129, 3664, 3637, 529, 44, 495, 3020, 3028, 2014, 2124, 753, 2330, 2933, 896, 76, 1210, 798, 3401, 1873, 1250, 1714, 2696, 575, 3591, 67, 3320, 1453, 2916, 1779, 1562, 2625, 2812, 1645]","[190, 1636, 820, 636, 2896, 3204, 2104, 2856, 733, 2539, 1142, 3032, 1320, 3509, 2055, 368, 954, 1257, 1629, 2093, 3633, 1043, 1703, 3200, 2676, 475, 883, 2642, 2771, 1437, 1295, 485, 1644, 255, 1590, 744]","[656, 776, 117, 1116, 3436, 2205, 713, 3143, 183, 907, 3163, 3145, 5, 2284, 777, 1143, 131, 574, 3356, 3555, 1483, 2259, 1098, 1029, 410, 3638, 714, 1770, 1354, 793, 2234, 2380, 3354, 1806, 3029, 2107]","[1210, 1394, 1527, 119, 76, 1085, 1069, 2208, 1598, 1561, 1524, 8, 1444, 929, 312, 505, 3546, 3613, 1132, 2612, 1823, 3502, 3137, 2802, 835, 1175, 1430, 1841, 3707, 1207, 1558, 3162, 3416, 1948, 1712, 2241]","[305, 300, 1666, 796, 2779, 3014, 820, 683, 596, 1122, 572, 1219, 109, 153, 883, 104, 291, 1188, 420, 1583, 2381, 591, 1939, 2423, 1773, 1638, 1764, 408, 712, 2161, 2516, 3024, 270, 3438, 2590, 2347]"
177,"[2143, 1223, 1446, 711, 1567, 32, 1250, 1372, 658, 1438, 529, 1469, 2100, 1746, 495, 1593, 180, 1589, 2764, 1043, 1074, 733, 379, 2162, 1411, 3479, 1871, 2248, 67, 1645, 3114, 1708, 3122, 2628, 1781, 1967]","[190, 1636, 2444, 820, 2896, 968, 733, 1128, 1694, 3028, 1151, 6, 1043, 2432, 711, 636, 41, 1176, 3482, 1722, 3235, 109, 3212, 359, 744, 1247, 3638, 2539, 974, 707, 723, 298, 226, 1683, 2103, 3509]","[1636, 1366, 117, 2026, 494, 2486, 2272, 22, 1661, 1564, 1364, 2369, 2314, 2854, 1283, 926, 1650, 3381, 165, 1030, 3733, 2432, 3502, 957, 484, 2945, 2516, 3530, 334, 1345, 1101, 224, 3221, 4, 3029, 1275]","[1210, 1394, 1430, 119, 1997, 76, 1218, 929, 1132, 242, 1199, 2989, 1085, 591, 312, 1452, 3196, 1888, 1649, 1747, 2180, 2823, 505, 3543, 1165, 1544, 98, 733, 1670, 1994, 1391, 3116, 1914, 3359, 3361, 1958]","[305, 796, 820, 3024, 572, 1666, 3572, 300, 420, 2423, 3694, 1583, 596, 1939, 1219, 1591, 3014, 2989, 2493, 2303, 2381, 841, 3476, 104, 712, 72, 153, 2448, 2177, 1685, 522, 683, 704, 1188, 3631, 2353]"
178,"[774, 1250, 711, 2060, 2369, 552, 716, 1645, 1445, 752, 1372, 3611, 3325, 1469, 2540, 1022, 3633, 2205, 658, 2895, 915, 67, 1411, 529, 1772, 890, 2813, 196, 2531, 747, 531, 1757, 1438, 1027, 3209, 1741]","[968, 109, 485, 1636, 1128, 3624, 1782, 1662, 217, 1303, 3482, 1819, 2472, 938, 1943, 2353, 1717, 733, 3677, 2146, 771, 1168, 2004, 1644, 723, 2938, 2067, 1549, 2856, 3172, 19, 2284, 1314, 3603, 3530, 2422]","[1649, 2148, 117, 2026, 882, 1703, 2073, 3651, 1101, 3593, 1364, 181, 2314, 477, 1283, 926, 1650, 1884, 165, 2643, 3733, 2432, 3409, 3214, 484, 3525, 3369, 3183, 334, 2959, 3382, 2210, 2083, 2939, 3029, 3044]","[1394, 1430, 1210, 1218, 591, 76, 733, 527, 3630, 98, 939, 1756, 3106, 872, 340, 2502, 929, 2139, 2060, 1516, 2429, 822, 716, 555, 2042, 1137, 1611, 1630, 1852, 1165, 3631, 2932, 3233, 242, 1914, 574]","[300, 572, 3024, 305, 2423, 123, 896, 1188, 1583, 3751, 1219, 420, 2610, 1179, 465, 3014, 104, 175, 1939, 2115, 1666, 414, 415, 883, 3085, 559, 522, 109, 868, 3694, 2347, 1332, 820, 3404, 1846, 2493]"
179,"[3154, 1295, 76, 1411, 1210, 2679, 2143, 962, 3196, 328, 1372, 254, 509, 1028, 67, 774, 2476, 529, 2063, 488, 3368, 3270, 711, 468, 414, 44, 1645, 861, 1897, 1996, 836, 2741, 196, 1961, 2823, 1608]","[408, 1636, 198, 1303, 968, 1942, 2592, 2371, 2155, 1662, 1400, 1043, 3206, 2169, 368, 616, 1339, 3539, 1491, 3204, 1824, 1437, 485, 1703, 695, 1295, 3530, 2565, 3482, 321, 1738, 3544, 2566, 1237, 109, 2284]","[619, 1715, 1816, 1806, 1632, 3641, 1629, 2402, 405, 2378, 1027, 2147, 589, 2325, 736, 3534, 856, 2519, 1184, 991, 603, 2066, 234, 594, 2865, 3095, 77, 1469, 3273, 1803, 1053, 541, 825, 2340, 2495, 2761]","[1218, 1210, 1394, 2660, 1219, 1712, 1918, 591, 460, 1848, 43, 603, 527, 3107, 2004, 441, 1942, 2342, 3553, 192, 733, 701, 3059, 1706, 2366, 1369, 1427, 312, 2443, 1778, 370, 3288, 1997, 2377, 939, 2743]","[3404, 820, 2423, 559, 1219, 1666, 1939, 1638, 522, 305, 864, 683, 2374, 423, 943, 2485, 104, 175, 414, 2128, 1188, 465, 1901, 883, 1773, 2610, 1583, 896, 3694, 1864, 3715, 3357, 3597, 712, 1795, 3742]"
180,"[1432, 529, 606, 1394, 1998, 1516, 2809, 1914, 945, 1553, 3267, 1279, 732, 1422, 1948, 3464, 3115, 2641, 2796, 1466, 3077, 1694, 1878, 798, 531, 139, 3508, 1359, 2465, 861, 1601, 695, 2212, 559, 415, 1411]","[3028, 1636, 2472, 968, 1484, 624, 267, 76, 109, 1819, 298, 1662, 1219, 610, 368, 1168, 3375, 1950, 2995, 1997, 344, 1320, 558, 1491, 771, 1694, 3681, 2195, 1400, 1576, 1394, 809, 2104, 912, 108, 2009]","[3020, 2544, 1626, 3446, 1494, 771, 1961, 3000, 452, 3686, 985, 3436, 2915, 3066, 1817, 3512, 76, 1813, 106, 3146, 2906, 1313, 376, 916, 806, 760, 1457, 151, 266, 2007, 1436, 1943, 3238, 2768, 1803, 1799]","[1210, 1218, 591, 733, 557, 1916, 2026, 1734, 704, 3339, 1097, 1165, 115, 1700, 736, 1041, 1137, 1848, 2289, 2333, 312, 3664, 639, 3218, 2177, 3115, 1739, 2033, 1424, 3041, 2346, 1589, 3288, 1674, 531, 1695]","[3014, 868, 3404, 3694, 1188, 2114, 465, 1638, 104, 522, 305, 534, 896, 1816, 83, 1219, 683, 3588, 2423, 3176, 415, 3597, 3655, 2539, 2989, 712, 1864, 1583, 1639, 1069, 3751, 889, 258, 2426, 1682, 3079]"
181,"[1652, 2679, 490, 1422, 2130, 606, 620, 2156, 2038, 1661, 139, 531, 3578, 907, 2510, 1134, 575, 468, 1255, 2405, 860, 747, 750, 2680, 871, 815, 3062, 3190, 3133, 2107, 1495, 1576, 165, 1504, 529, 1723]","[1756, 2353, 254, 1636, 2592, 2058, 695, 1819, 1219, 926, 945, 1392, 1286, 455, 591, 368, 2823, 1146, 552, 3409, 968, 443, 3166, 198, 639, 1904, 1957, 261, 1373, 1943, 954, 108, 598, 357, 1303, 2676]","[126, 1510, 2523, 390, 1939, 3397, 1244, 2918, 457, 1274, 2563, 1222, 1727, 2310, 1263, 3246, 729, 2464, 94, 84, 2041, 2270, 3463, 44, 65, 2552, 3265, 1670, 2455, 3693, 3521, 314, 3514, 2071, 1471, 1143]","[1210, 2303, 704, 1939, 116, 1350, 1207, 3747, 3215, 312, 1219, 2886, 733, 1148, 3678, 2074, 2005, 1591, 2755, 3406, 2108, 1917, 1137, 1768, 2301, 1451, 722, 639, 2407, 2804, 2732, 1693, 1015, 772, 115, 1369]","[305, 2114, 3014, 465, 3352, 1670, 300, 1188, 3404, 109, 3694, 1583, 104, 1179, 868, 1286, 3655, 3409, 2128, 2423, 1332, 175, 3634, 144, 683, 2989, 974, 733, 414, 2610, 1639, 3051, 1860, 2813, 3344, 3326]"
182,"[542, 2225, 405, 67, 1718, 818, 1708, 252, 575, 3235, 2809, 495, 3646, 803, 2342, 3133, 1139, 1226, 620, 468, 1540, 1618, 3499, 2848, 863, 1749, 2313, 2597, 3638, 1028, 1307, 181, 1295, 2773, 1219, 21]","[2592, 198, 495, 1540, 1942, 733, 816, 2834, 1647, 41, 3134, 2287, 1069, 1576, 3343, 1605, 462, 707, 1034, 1829, 254, 2076, 968, 2939, 76, 2547, 820, 477, 1320, 1613, 3611, 3206, 2242, 3297, 3238, 3178]","[1969, 3413, 2523, 2373, 987, 3475, 2596, 52, 2205, 3215, 282, 1862, 3067, 2006, 3056, 3246, 1844, 3648, 248, 1770, 2041, 2270, 170, 1052, 3490, 1599, 2380, 1112, 419, 3650, 2622, 574, 2054, 2071, 1471, 1143]","[1210, 1219, 733, 704, 1350, 312, 3046, 574, 1934, 115, 2490, 1534, 2652, 3180, 242, 2244, 1207, 3344, 332, 1148, 2672, 2644, 3237, 1015, 2583, 1747, 1494, 1548, 2999, 603, 1316, 1369, 1717, 3095, 1524, 1791]","[3634, 305, 3694, 104, 3648, 2114, 175, 3014, 1179, 2423, 1583, 1286, 465, 2989, 1864, 3655, 300, 1670, 414, 2128, 109, 1188, 3404, 3684, 2930, 683, 1378, 2418, 3352, 2470, 3326, 2333, 896, 76, 2243, 2367]"
183,"[606, 610, 529, 1706, 752, 1538, 405, 843, 3335, 2490, 962, 1568, 2949, 1445, 2407, 658, 3310, 470, 1891, 328, 59, 1981, 1652, 1741, 1705, 468, 870, 2546, 3203, 2308, 1507, 1540, 2973, 3643, 1866, 1680]","[968, 1819, 1647, 298, 2009, 1903, 236, 2444, 3525, 198, 1792, 2592, 2275, 3169, 493, 1303, 261, 477, 76, 2284, 1394, 639, 495, 109, 1774, 2025, 2595, 1487, 733, 1871, 3621, 2759, 239, 3447, 1126, 3375]","[400, 980, 295, 2054, 1003, 3734, 1936, 2643, 3531, 3584, 2931, 2056, 1318, 1166, 3255, 2476, 1751, 3004, 2072, 1469, 370, 807, 573, 108, 1136, 1449, 756, 2765, 2162, 1558, 436, 584, 1142, 2109, 1471, 3534]","[1210, 2026, 2431, 733, 312, 775, 189, 1209, 2886, 3596, 332, 2971, 1591, 1219, 3288, 2669, 872, 3655, 1137, 1867, 115, 710, 1369, 340, 1939, 639, 3254, 574, 1644, 822, 1524, 3170, 1883, 1953, 531, 2817]","[1286, 885, 3014, 3648, 465, 3404, 104, 3634, 2423, 1179, 1812, 1347, 1583, 1007, 1219, 305, 2519, 175, 868, 414, 2664, 423, 733, 522, 1524, 2099, 109, 3179, 995, 3722, 1002, 3581, 3115, 3091, 1476, 2930]"
184,"[1613, 529, 446, 907, 606, 750, 468, 2050, 752, 22, 2214, 940, 974, 3596, 2193, 1854, 2547, 3503, 1948, 2406, 2936, 809, 1976, 1817, 798, 1096, 495, 531, 1553, 181, 791, 1117, 1673, 2432, 1026, 552]","[477, 368, 1662, 198, 695, 2592, 3089, 915, 1394, 644, 495, 816, 1647, 408, 1819, 598, 1303, 2678, 2098, 2608, 2848, 2444, 3531, 3458, 1717, 2235, 1187, 2432, 1069, 3343, 1991, 2724, 1939, 3525, 1792, 2093]","[493, 2500, 60, 1699, 2223, 3407, 867, 2271, 1553, 639, 1999, 2467, 147, 3683, 2161, 1688, 3513, 2264, 130, 75, 806, 482, 569, 457, 2344, 3591, 2677, 2758, 414, 1794, 896, 73, 2176, 2079, 2014, 1231]","[1210, 3070, 3129, 2920, 534, 312, 2059, 2300, 332, 1309, 254, 3596, 2470, 2331, 1580, 69, 3406, 2301, 2387, 1148, 1085, 1824, 1199, 2092, 115, 3544, 1137, 3093, 1525, 2529, 2222, 3611, 1524, 3232, 2254, 2191]","[3014, 300, 1179, 1286, 2423, 3648, 2930, 305, 1347, 423, 885, 868, 1007, 465, 1665, 175, 591, 1812, 104, 109, 995, 522, 3179, 783, 559, 1682, 2367, 2464, 414, 379, 683, 3634, 896, 1848, 1524, 2459]"
185,"[606, 815, 529, 3384, 1222, 164, 1378, 1059, 752, 3116, 531, 843, 3641, 1998, 2257, 2169, 3192, 83, 878, 349, 1717, 1027, 1043, 3039, 3016, 552, 545, 446, 414, 1897, 2561, 1012, 2098, 2185, 2505, 1183]","[198, 2009, 1662, 1647, 3144, 495, 644, 3531, 1149, 815, 3621, 254, 2118, 2759, 968, 883, 3004, 368, 2438, 723, 1817, 1012, 610, 820, 1088, 456, 1745, 2432, 3455, 1303, 477, 1286, 812, 3668, 3684, 1151]","[1825, 773, 60, 1142, 1209, 3616, 3366, 1300, 1711, 323, 453, 3757, 2161, 942, 2976, 778, 3158, 1297, 1572, 816, 2129, 2438, 962, 1478, 996, 1274, 1282, 2555, 3102, 1129, 1314, 62, 2048, 2079, 2014, 3246]","[1210, 1015, 896, 657, 312, 1591, 3129, 1559, 51, 332, 3089, 1219, 1148, 2387, 1391, 3680, 43, 2984, 1691, 2127, 1369, 701, 1498, 2496, 1916, 775, 1393, 3391, 1917, 2471, 1962, 1845, 531, 2887, 2237, 3240]","[2423, 1007, 1347, 1665, 465, 868, 2459, 885, 3014, 1286, 1682, 1996, 156, 104, 109, 499, 3684, 175, 559, 1524, 2883, 423, 657, 1219, 2347, 683, 3179, 1041, 896, 68, 1476, 1430, 305, 327, 3339, 2264]"
186,"[2013, 531, 22, 606, 733, 2413, 1027, 2831, 475, 664, 405, 1990, 2151, 2977, 3259, 1416, 2641, 3318, 2920, 529, 335, 1445, 1330, 1028, 1375, 2016, 1903, 3276, 1560, 1437, 1845, 962, 545, 998, 3717, 2171]","[76, 6, 2759, 495, 1295, 198, 815, 823, 906, 1717, 2073, 2409, 664, 598, 1647, 154, 1864, 1662, 1117, 576, 167, 552, 298, 2232, 812, 1942, 695, 3530, 1143, 950, 2009, 2743, 1012, 1043, 2575, 357]","[391, 2228, 60, 2301, 2749, 3019, 119, 2777, 2818, 3042, 3164, 3696, 3724, 1517, 479, 778, 3118, 1275, 1427, 151, 2129, 2438, 2094, 2571, 996, 1219, 3706, 3754, 1903, 167, 699, 1728, 3291, 2079, 2014, 3246]","[1210, 711, 43, 1219, 332, 20, 312, 2078, 1148, 1703, 1207, 2984, 323, 1936, 1614, 3681, 3615, 2887, 1700, 1624, 1591, 2485, 775, 2862, 2554, 254, 1932, 1905, 1841, 3017, 2156, 1752, 1884, 1854, 2223, 1892]","[2423, 1665, 2883, 2459, 559, 896, 1219, 109, 156, 2461, 683, 885, 175, 2519, 52, 2256, 3179, 305, 2270, 415, 1629, 499, 2418, 162, 3722, 1286, 1132, 2352, 452, 1765, 1589, 3751, 1332, 733, 2625, 2464]"
187,"[529, 328, 1352, 883, 1445, 2708, 2974, 3560, 2238, 1424, 2157, 768, 2922, 164, 2177, 1583, 2460, 809, 1599, 2476, 879, 3202, 2898, 1772, 43, 2194, 3607, 2764, 509, 349, 2822, 1715, 3041, 531, 377, 2058]","[2895, 328, 198, 6, 261, 2644, 2009, 1286, 1456, 712, 552, 3530, 3718, 2098, 3089, 1154, 3684, 2765, 351, 1214, 172, 1295, 3543, 238, 3661, 3482, 2025, 1043, 495, 262, 2232, 1398, 948, 606, 2283, 2497]","[1012, 472, 2562, 3667, 3621, 1386, 1994, 263, 3587, 2737, 1567, 1892, 577, 522, 1697, 442, 3338, 793, 3002, 2591, 2133, 1812, 2222, 1558, 2667, 2980, 1638, 3640, 1842, 1753, 2146, 2702, 861, 2678, 2014, 1723]","[451, 3683, 1408, 3089, 312, 1584, 711, 1782, 2584, 1062, 1728, 1369, 345, 3124, 1219, 242, 1017, 2299, 2429, 2931, 1661, 777, 1893, 2836, 2144, 3495, 1613, 2733, 3750, 2339, 228, 1199, 3726, 1388, 3473, 3734]","[2423, 109, 2883, 1007, 1219, 2625, 2459, 3085, 305, 156, 896, 3179, 2270, 316, 403, 1507, 2592, 868, 267, 1765, 2696, 175, 258, 3597, 1430, 1286, 1302, 775, 1629, 4, 3326, 327, 3715, 2478, 683, 1400]"
188,"[164, 606, 1886, 1852, 2376, 1286, 697, 3287, 59, 1772, 2622, 3644, 2005, 1086, 3427, 2180, 1540, 3662, 620, 335, 658, 2294, 1652, 1483, 328, 1028, 1187, 2980, 1314, 883, 2149, 1012, 1825, 2950, 1828, 839]","[2895, 198, 3375, 893, 262, 455, 408, 771, 328, 427, 1647, 2284, 575, 1124, 2038, 566, 1392, 1293, 1800, 659, 1187, 0, 1662, 461, 1572, 915, 3404, 1637, 344, 810, 1028, 1525, 1286, 172, 3457, 1981]","[2470, 24, 2562, 3291, 274, 2879, 1610, 2444, 1753, 640, 353, 329, 577, 3078, 1697, 442, 51, 439, 3002, 1670, 2133, 1812, 2689, 3641, 2667, 1581, 2802, 2855, 3263, 1034, 3588, 1975, 3314, 2678, 2014, 1723]","[312, 711, 1907, 722, 1493, 3220, 3160, 574, 3267, 242, 2289, 2457, 275, 3562, 1199, 2374, 1776, 1649, 1765, 2836, 3077, 3209, 69, 1207, 3178, 578, 115, 3158, 1967, 2366, 3735, 1728, 1594, 3124, 2455, 1548]","[2459, 3085, 156, 2883, 683, 868, 1968, 2026, 74, 2696, 1524, 305, 3326, 896, 258, 3352, 267, 316, 2569, 1424, 83, 591, 1782, 889, 1765, 109, 2464, 174, 704, 3115, 3597, 3179, 3409, 175, 1860, 2610]"
189,"[328, 475, 1059, 865, 1483, 733, 67, 1210, 1099, 606, 2375, 1202, 871, 1673, 1012, 1699, 798, 1772, 3151, 815, 1047, 1652, 2012, 822, 1337, 335, 552, 3680, 1490, 377, 1746, 1432, 1445, 1495, 388, 620]","[3375, 1709, 1099, 610, 2220, 344, 3035, 1364, 2994, 2575, 2155, 1295, 3, 1614, 333, 2555, 254, 3446, 495, 2347, 2349, 1072, 647, 1694, 2103, 1028, 2724, 1330, 598, 1496, 860, 217, 2275, 1800, 1303, 3230]","[115, 1407, 2562, 2724, 497, 1950, 2819, 1578, 536, 459, 3232, 194, 2885, 871, 165, 1483, 3554, 3642, 3671, 238, 2681, 3287, 559, 1711, 2128, 2962, 731, 3673, 553, 3475, 1422, 1718, 939, 2678, 2014, 2476]","[711, 604, 3608, 3716, 2838, 2035, 1219, 460, 1524, 1876, 3089, 3392, 2004, 2058, 1714, 2495, 1854, 1207, 3233, 2121, 399, 3452, 2499, 228, 3134, 1703, 2802, 3389, 1540, 2273, 1824, 396, 2851, 3019, 2107, 3663]","[2459, 3085, 156, 2883, 305, 896, 2229, 885, 3326, 499, 1614, 3597, 380, 67, 3722, 1670, 2696, 1524, 2114, 1860, 683, 733, 1424, 3068, 591, 3521, 316, 1778, 889, 1565, 3651, 175, 3339, 3543, 74, 1864]"
190,"[328, 1714, 2054, 2216, 1655, 684, 1652, 574, 1175, 1892, 733, 1257, 2146, 1210, 1619, 1721, 3655, 2538, 596, 83, 1378, 1205, 1634, 3392, 2895, 164, 3758, 1286, 1489, 1759, 1901, 974, 470, 2244, 55, 2208]","[2079, 6, 298, 962, 3739, 893, 1546, 1409, 1709, 368, 3657, 2444, 1062, 1662, 3182, 707, 595, 1134, 217, 2010, 1683, 2765, 820, 2484, 1314, 3137, 3671, 1187, 3131, 3465, 2025, 2055, 607, 1364, 1845, 1495]","[1980, 8, 1835, 3314, 1884, 2226, 196, 1770, 220, 597, 3155, 2570, 165, 644, 3608, 3442, 3114, 451, 2013, 2344, 1250, 2714, 167, 3408, 3217, 683, 2636, 2672, 2682, 1119, 2706, 2337, 3242, 2921, 1688, 1847]","[639, 711, 3297, 531, 604, 3036, 1153, 1413, 1219, 2167, 1815, 1583, 2218, 399, 2457, 3415, 777, 2786, 1650, 1863, 228, 1792, 2103, 2838, 1111, 1062, 2235, 2583, 1660, 2177, 1706, 1494, 1325, 1778, 2137, 1966]","[2459, 156, 2883, 3085, 2114, 305, 657, 76, 175, 733, 591, 1782, 1068, 67, 1159, 379, 109, 1968, 3188, 2939, 1629, 344, 2918, 1764, 3409, 499, 1580, 3734, 258, 2804, 1476, 1546, 2519, 65, 351, 2099]"
